telepules,terulet,lakossag,,,,,,,,,,,,,,
Nemesdéd,27,705,,,,,,,,,,,,,,
Nemeskisfalud,3,145,,,,,,,,,,,,,,
Nemesvid,18,705,,,,,,,,,,,,,,
Nikla,23,737,,,,,,,,,,,,,,
Pusztakovácsi,43,842,,,,,,,,,,,,,,
Sávoly,27,505,,,,,,,,,,,,,,
Somogysámson,22,752,,,,,,,,,,,,,,
Somogysimonyi,16,97,,,,,,,,,,,,,,
Somogyszentpál,29,761,,,,,,,,,,,,,,
Somogyzsitfa,27,587,,,,,,,,,,,,,,
Szegerdő,5,215,,,,,,,,,,,,,,
Szenyér,20,320,,,,,,,,,,,,,,
Szőkedencs,19,263,,,,,,,,,,,,,,
Tapsony,32,693,,,,,,,,,,,,,,
Táska,26,391,,,,,,,,,,,,,,
Tikos,3,127,,,,,,,,,,,,,,
Varászló,13,143,,,,,,,,,,,,,,
Vése,43,747,,,,,,,,,,,,,,
Vörs,23,464,,,,,,,,,,,,,,
Marcali járás,904,34234,,,,,,,,,,,,,,
Bakháza,6,180,,,,,,,,,,,,,,
Beleg,18,597,,,,,,,,,,,,,,
Bolhás,31,407,,,,,,,,,,,,,,
Görgeteg,34,1157,,,,,,,,,,,,,,
Háromfa,42,756,,,,,,,,,,,,,,
Kaszó,22,117,,,,,,,,,,,,,,
Kisbajom,14,414,,,,,,,,,,,,,,
Kutas,37,1434,,,,,,,,,,,,,,
Lábod,67,1960,,,,,,,,,,,,,,
Nagyatád,71,10734,,,,,,,,,,,,,,
Nagykorpád,33,607,,,,,,,,,,,,,,
Ötvöskónyi,28,863,,,,,,,,,,,,,,
Rinyabesenyő,29,160,,,,,,,,,,,,,,
Rinyaszentkirály,31,400,,,,,,,,,,,,,,
Segesd,73,2461,,,,,,,,,,,,,,
Somogyszob,40,1559,,,,,,,,,,,,,,
Szabás,18,641,,,,,,,,,,,,,,
Tarany,55,1162,,,,,,,,,,,,,,
Nagyatádi járás,647,25609,,,,,,,,,,,,,,
Ádánd,30,2199,,,,,,,,,,,,,,
Balatonendréd,40,1339,,,,,,,,,,,,,,
Balatonföldvár,15,2064,,,,,,,,,,,,,,
Balatonőszöd,15,508,,,,,,,,,,,,,,
Balatonszabadi,41,2956,,,,,,,,,,,,,,
Balatonszárszó,30,1885,,,,,,,,,,,,,,
Balatonszemes,36,1773,,,,,,,,,,,,,,
Bálványos,24,529,,,,,,,,,,,,,,
Kereki,14,544,,,,,,,,,,,,,,
Kőröshegy,21,1593,,,,,,,,,,,,,,
Kötcse,20,502,,,,,,,,,,,,,,
Nagyberény,23,1347,,,,,,,,,,,,,,
Nagycsepely,20,366,,,,,,,,,,,,,,
Nyim,10,293,,,,,,,,,,,,,,
Pusztaszemes,10,349,,,,,,,,,,,,,,
Ságvár,38,1802,,,,,,,,,,,,,,
Siófok,125,24375,,,,,,,,,,,,,,
Siójut,11,603,,,,,,,,,,,,,,
Som,23,680,,,,,,,,,,,,,,
Szántód,8,399,,,,,,,,,,,,,,
Szólád,20,547,,,,,,,,,,,,,,
Teleki,8,202,,,,,,,,,,,,,,
Zamárdi,45,2363,,,,,,,,,,,,,,
Siófoki járás,628,49218,,,,,,,,,,,,,,
Andocs,43,1094,,,,,,,,,,,,,,
Bábonymegyer,22,809,,,,,,,,,,,,,,
Bedegkér,26,463,,,,,,,,,,,,,,
Bonnya,15,261,,,,,,,,,,,,,,
Fiad,15,155,,,,,,,,,,,,,,
Kánya,15,403,,,,,,,,,,,,,,
Kapoly,22,674,,,,,,,,,,,,,,
Kára,5,55,,,,,,,,,,,,,,
Kisbárapáti,29,412,,,,,,,,,,,,,,
Lulla,10,200,,,,,,,,,,,,,,
Miklósi,10,222,,,,,,,,,,,,,,
Nágocs,22,677,,,,,,,,,,,,,,
Sérsekszőlős,7,148,,,,,,,,,,,,,,
Somogyacsa,24,147,,,,,,,,,,,,,,
Somogydöröcske,11,121,,,,,,,,,,,,,,
Somogyegres,11,203,,,,,,,,,,,,,,
Somogymeggyes,16,494,,,,,,,,,,,,,,
Szorosad,6,90,,,,,,,,,,,,,,
Tab,26,4242,,,,,,,,,,,,,,
Tengőd,30,497,,,,,,,,,,,,,,
Torvaj,11,246,,,,,,,,,,,,,,
Törökkoppány,26,492,,,,,,,,,,,,,,
Zala,9,255,,,,,,,,,,,,,,
Zics,15,356,,,,,,,,,,,,,,
Tabi járás,427,12716,,,,,,,,,,,,,,
Szabolcs-Szatmár-Bereg megye,,,,,,,,,,,,,,,,
Baktalórántháza,35,4302,,,,,,,,,,,,,,
Besenyőd,9,642,,,,,,,,,,,,,,
Laskod,14,957,,,,,,,,,,,,,,
Levelek,26,2911,,,,,,,,,,,,,,
Magy,21,920,,,,,,,,,,,,,,
Nyíribrony,20,1068,,,,,,,,,,,,,,
Nyírjákó,10,900,,,,,,,,,,,,,,
Nyírkércs,14,779,,,,,,,,,,,,,,
Ófehértó,43,2551,,,,,,,,,,,,,,
Petneháza,24,1773,,,,,,,,,,,,,,
Ramocsaháza,18,1473,,,,,,,,,,,,,,
Rohod,20,1199,,,,,,,,,,,,,,
Baktalórántháza járás,254,19475,,,,,,,,,,,,,,
Csenger,36,4730,,,,,,,,,,,,,,
Csengersima,24,692,,,,,,,,,,,,,,
Csengerújfalu,26,777,,,,,,,,,,,,,,
Komlódtótfalu,7,126,,,,,,,,,,,,,,
Pátyod,9,658,,,,,,,,,,,,,,
Porcsalma,31,2538,,,,,,,,,,,,,,
Szamosangyalos,8,491,,,,,,,,,,,,,,
Szamosbecs,7,364,,,,,,,,,,,,,,
Szamostatárfalva,5,313,,,,,,,,,,,,,,
Tyukod,62,1832,,,,,,,,,,,,,,
Ura,32,605,,,,,,,,,,,,,,
Csengeri járás,247,13126,,,,,,,,,,,,,,
Botpalád,17,580,,,,,,,,,,,,,,
Cégénydányád,12,668,,,,,,,,,,,,,,
Csaholc,19,521,,,,,,,,,,,,,,
Császló,10,367,,,,,,,,,,,,,,
Csegöld,19,592,,,,,,,,,,,,,,
Darnó,5,167,,,,,,,,,,,,,,
Fehérgyarmat,52,7861,,,,,,,,,,,,,,
Fülesd,15,446,,,,,,,,,,,,,,
Gacsály,20,893,,,,,,,,,,,,,,
Garbolc,7,152,,,,,,,,,,,,,,
Gyügye,4,234,,,,,,,,,,,,,,
Hermánszeg,5,243,,,,,,,,,,,,,,
Jánkmajtis,25,1662,,,,,,,,,,,,,,
Kérsemjén,7,291,,,,,,,,,,,,,,
Kisar,15,1054,,,,,,,,,,,,,,
Kishódos,9,91,,,,,,,,,,,,,,
Kisnamény,18,287,,,,,,,,,,,,,,
Kispalád,17,524,,,,,,,,,,,,,,
Kisszekeres,15,547,,,,,,,,,,,,,,
Kölcse,28,1257,,,,,,,,,,,,,,
Kömörő,16,501,,,,,,,,,,,,,,
Magosliget,5,246,,,,,,,,,,,,,,
Mánd,5,274,,,,,,,,,,,,,,
Méhtelek,9,673,,,,,,,,,,,,,,
Milota,15,816,,,,,,,,,,,,,,
Nábrád,18,871,,,,,,,,,,,,,,
Nagyar,16,675,,,,,,,,,,,,,,
Nagyhódos,8,107,,,,,,,,,,,,,,
Nagyszekeres,11,526,,,,,,,,,,,,,,
Nemesborzova,2,78,,,,,,,,,,,,,,
Olcsvaapáti,11,276,,,,,,,,,,,,,,
Panyola,12,579,,,,,,,,,,,,,,
Penyige,19,732,,,,,,,,,,,,,,
Rozsály,15,751,,,,,,,,,,,,,,
Sonkád,20,682,,,,,,,,,,,,,,
Szamossályi,12,675,,,,,,,,,,,,,,
Szamosújlak,5,385,,,,,,,,,,,,,,
Szatmárcseke,36,1352,,,,,,,,,,,,,,
Tiszabecs,17,1007,,,,,,,,,,,,,,
Tiszacsécse,5,230,,,,,,,,,,,,,,
Tiszakóród,17,687,,,,,,,,,,,,,,
Tisztaberek,18,610,,,,,,,,,,,,,,
Tivadar,5,193,,,,,,,,,,,,,,
Tunyogmatolcs,26,2427,,,,,,,,,,,,,,
Túristvándi,15,660,,,,,,,,,,,,,,
Túrricse,13,603,,,,,,,,,,,,,,
Uszka,7,397,,,,,,,,,,,,,,
Vámosoroszi,13,492,,,,,,,,,,,,,,
Zajta,9,443,,,,,,,,,,,,,,
Zsarolyán,6,388,,,,,,,,,,,,,,
Fehérgyarmati járás,707,36773,,,,,,,,,,,,,,
Balsa,23,841,,,,,,,,,,,,,,
Buj,33,2206,,,,,,,,,,,,,,
Gávavencsellő,67,3352,,,,,,,,,,,,,,
Ibrány,60,6842,,,,,,,,,,,,,,
Nagyhalász,44,5589,,,,,,,,,,,,,,
Paszab,13,1281,,,,,,,,,,,,,,
Tiszabercel,31,1893,,,,,,,,,,,,,,
Tiszatelek,34,1366,,,,,,,,,,,,,,
Ibrányi járás,305,23370,,,,,,,,,,,,,,
Berkesz,13,908,,,,,,,,,,,,,,
Beszterec,12,980,,,,,,,,,,,,,,
Demecser,37,4280,,,,,,,,,,,,,,
Gégény,23,1918,,,,,,,,,,,,,,
Kék,22,1936,,,,,,,,,,,,,,
Kemecse,39,4736,,,,,,,,,,,,,,
Nyírbogdány,35,2899,,,,,,,,,,,,,,
Nyírtét,17,1047,,,,,,,,,,,,,,
Székely,16,1040,,,,,,,,,,,,,,
Tiszarád,9,598,,,,,,,,,,,,,,
Vasmegyer,23,1678,,,,,,,,,,,,,,
Kemecsei járás,246,22020,,,,,,,,,,,,,,
Ajak,25,3528,,,,,,,,,,,,,,
Anarcs,17,1912,,,,,,,,,,,,,,
Dombrád,52,3900,,,,,,,,,,,,,,
Döge,17,2103,,,,,,,,,,,,,,
Fényeslitke,25,2350,,,,,,,,,,,,,,
Gyulaháza,22,1869,,,,,,,,,,,,,,
Jéke,6,709,,,,,,,,,,,,,,
Kékcse,18,1542,,,,,,,,,,,,,,
Kisvárda,36,16473,,,,,,,,,,,,,,
Lövőpetri,9,441,,,,,,,,,,,,,,
Mezőladány,14,999,,,,,,,,,,,,,,
Nyírkarász,41,2296,,,,,,,,,,,,,,
Nyírlövő,8,674,,,,,,,,,,,,,,
Nyírtass,38,1940,,,,,,,,,,,,,,
Pap,17,1796,,,,,,,,,,,,,,
Pátroha,39,2839,,,,,,,,,,,,,,
Rétközberencs,16,1153,,,,,,,,,,,,,,
Szabolcsbáka,20,1138,,,,,,,,,,,,,,
Szabolcsveresmart,23,1665,,,,,,,,,,,,,,
Tiszakanyár,16,1597,,,,,,,,,,,,,,
Tornyospálca,44,2483,,,,,,,,,,,,,,
Újdombrád,11,660,,,,,,,,,,,,,,
Újkenéz,10,1021,,,,,,,,,,,,,,
Kisvárdai járás,523,55088,,,,,,,,,,,,,,
Fábiánháza,27,1617,,,,,,,,,,,,,,
Fülpösdaróc,4,318,,,,,,,,,,,,,,
Géberjén,5,526,,,,,,,,,,,,,,
Győrtelek,15,1580,,,,,,,,,,,,,,
Hodász,26,3297,,,,,,,,,,,,,,
Jármi,12,1232,,,,,,,,,,,,,,
Kántorjánosi,42,2116,,,,,,,,,,,,,,
Kocsord,25,2769,,,,,,,,,,,,,,
Mátészalka,41,16957,,,,,,,,,,,,,,
Mérk,25,2073,,,,,,,,,,,,,,
Nagydobos,27,2128,,,,,,,,,,,,,,
Nagyecsed,44,6042,,,,,,,,,,,,,,
Nyírcsaholy,34,2039,,,,,,,,,,,,,,
Nyírkáta,39,1877,,,,,,,,,,,,,,
Nyírmeggyes,29,2532,,,,,,,,,,,,,,
Nyírparasznya,15,959,,,,,,,,,,,,,,
Ópályi,27,2847,,,,,,,,,,,,,,
Ököritófülpös,33,1772,,,,,,,,,,,,,,
Őr,18,1430,,,,,,,,,,,,,,
Papos,11,790,,,,,,,,,,,,,,
Rápolt,3,137,,,,,,,,,,,,,,
Szamoskér,10,396,,,,,,,,,,,,,,
Szamosszeg,35,1784,,,,,,,,,,,,,,
Tiborszállás,26,939,,,,,,,,,,,,,,
Vaja,29,3545,,,,,,,,,,,,,,
Vállaj,22,874,,,,,,,,,,,,,,
Mátészalkai járás,625,62576,,,,,,,,,,,,,,
Balkány,90,6215,,,,,,,,,,,,,,
Biri,23,1376,,,,,,,,,,,,,,
Bököny,35,3168,,,,,,,,,,,,,,
Érpatak,31,1673,,,,,,,,,,,,,,
Geszteréd,34,1634,,,,,,,,,,,,,,
Kállósemjén,55,3590,,,,,,,,,,,,,,
Nagykálló,69,9870,,,,,,,,,,,,,,
Szakoly,41,2735,,,,,,,,,,,,,,
Nagykállói járás,377,30261,,,,,,,,,,,,,,
Bátorliget,33,643,,,,,,,,,,,,,,
Encsencs,32,1960,,,,,,,,,,,,,,
Kisléta,22,1842,,,,,,,,,,,,,,
Máriapócs,22,2042,,,,,,,,,,,,,,
Nyírbátor,67,12018,,,,,,,,,,,,,,
Nyírbéltek,62,2741,,,,,,,,,,,,,,
Nyírbogát,55,3164,,,,,,,,,,,,,,
Nyírcsászári,13,1140,,,,,,,,,,,,,,
Nyírderzs,17,573,,,,,,,,,,,,,,
Nyírgelse,28,1036,,,,,,,,,,,,,,
Nyírgyulaj,36,1943,,,,,,,,,,,,,,
Nyírlugos,58,2701,,,,,,,,,,,,,,
Nyírmihálydi,25,2011,,,,,,,,,,,,,,
Nyírpilis,16,820,,,,,,,,,,,,,,
Nyírvasvári,28,1884,,,,,,,,,,,,,,
Ömböly,30,419,,,,,,,,,,,,,,
Penészlek,37,936,,,,,,,,,,,,,,
Piricse,37,1808,,,,,,,,,,,,,,
Pócspetri,26,1713,,,,,,,,,,,,,,
Terem,50,617,,,,,,,,,,,,,,
Nyírbátori járás,696,42011,,,,,,,,,,,,,,
Apagy,32,2199,,,,,,,,,,,,,,
Kálmánháza,37,1965,,,,,,,,,,,,,,
Kótaj,26,4532,,,,,,,,,,,,,,
Nagycserkesz,41,1732,,,,,,,,,,,,,,
Napkor,37,3686,,,,,,,,,,,,,,
Nyíregyháza,275,117658,,,,,,,,,,,,,,
Nyírpazony,15,3488,,,,,,,,,,,,,,
Nyírtelek,68,6783,,,,,,,,,,,,,,
Nyírtura,21,1809,,,,,,,,,,,,,,
Rakamaz,43,4545,,,,,,,,,,,,,,
Sényő,18,1406,,,,,,,,,,,,,,
Szabolcs,6,398,,,,,,,,,,,,,,
Timár,22,1329,,,,,,,,,,,,,,
Tiszanagyfalu,27,1807,,,,,,,,,,,,,,
Újfehértó,141,13005,,,,,,,,,,,,,,
Nyíregyházi járás,810,166342,,,,,,,,,,,,,,
Szorgalmatos,8,1128,,,,,,,,,,,,,,
Tiszadada,49,2229,,,,,,,,,,,,,,
Tiszadob,83,2924,,,,,,,,,,,,,,
Tiszaeszlár,55,2566,,,,,,,,,,,,,,
Tiszalök,59,5517,,,,,,,,,,,,,,
Tiszavasvári,129,12551,,,,,,,,,,,,,,
Tiszavasvári járás,382,26915,,,,,,,,,,,,,,
Aranyosapáti,21,1979,,,,,,,,,,,,,,
Barabás,38,746,,,,,,,,,,,,,,
Beregdaróc,24,735,,,,,,,,,,,,,,
Beregsurány,16,644,,,,,,,,,,,,,,
Csaroda,25,568,,,,,,,,,,,,,,
Gelénes,21,509,,,,,,,,,,,,,,
Gemzse,14,860,,,,,,,,,,,,,,
Gulács,23,795,,,,,,,,,,,,,,
Gyüre,16,1200,,,,,,,,,,,,,,
Hetefejércse,15,312,,,,,,,,,,,,,,
Ilk,15,1177,,,,,,,,,,,,,,
Jánd,17,773,,,,,,,,,,,,,,
Kisvarsány,13,988,,,,,,,,,,,,,,
Lónya,35,650,,,,,,,,,,,,,,
Márokpapi,21,477,,,,,,,,,,,,,,
Mátyus,11,275,,,,,,,,,,,,,,
Nagyvarsány,13,1434,,,,,,,,,,,,,,
Nyírmada,39,4762,,,,,,,,,,,,,,
Olcsva,10,587,,,,,,,,,,,,,,
Pusztadobos,17,1353,,,,,,,,,,,,,,
Tákos,11,362,,,,,,,,,,,,,,
Tarpa,50,2049,,,,,,,,,,,,,,
Tiszaadony,16,583,,,,,,,,,,,,,,
Tiszakerecseny,24,874,,,,,,,,,,,,,,
Tiszaszalka,15,810,,,,,,,,,,,,,,
Tiszavid,11,478,,,,,,,,,,,,,,
Vámosatya,24,530,,,,,,,,,,,,,,
Vásárosnamény,66,8670,,,,,,,,,,,,,,
Vásárosnaményi járás,618,35180,,,,,,,,,,,,,,
Benk,9,451,,,,,,,,,,,,,,
Eperjeske,13,1149,,,,,,,,,,,,,,
Győröcske,2,118,,,,,,,,,,,,,,
Komoró,12,1252,,,,,,,,,,,,,,
Mándok,29,4188,,,,,,,,,,,,,,
Tiszabezdéd,19,1845,,,,,,,,,,,,,,
Tiszamogyorós,10,626,,,,,,,,,,,,,,
Tiszaszentmárton,15,1122,,,,,,,,,,,,,,
Tuzsér,16,3301,,,,,,,,,,,,,,
Záhony,7,3978,,,,,,,,,,,,,,
Zsurk,15,704,,,,,,,,,,,,,,
Záhonyi járás,146,18734,,,,,,,,,,,,,,
Tolna megye,,,,,,,,,,,,,,,,
Aparhant,18,1006,,,,,,,,,,,,,,
Bátaapáti,20,396,,,,,,,,,,,,,,
Bonyhád,72,13741,,,,,,,,,,,,,,
Bonyhádvarasd,10,402,,,,,,,,,,,,,,
Cikó,20,821,,,,,,,,,,,,,,
Felsőnána,19,577,,,,,,,,,,,,,,
Grábóc,14,180,,,,,,,,,,,,,,
Györe,11,668,,,,,,,,,,,,,,
Izmény,14,513,,,,,,,,,,,,,,
Kakasd,21,1603,,,,,,,,,,,,,,
Kéty,17,694,,,,,,,,,,,,,,
Kisdorog,20,735,,,,,,,,,,,,,,
Kismányok,5,329,,,,,,,,,,,,,,
Kisvejke,11,406,,,,,,,,,,,,,,
Lengyel,20,537,,,,,,,,,,,,,,
Mórágy,18,706,,,,,,,,,,,,,,
Mőcsény,12,367,,,,,,,,,,,,,,
Mucsfa,13,387,,,,,,,,,,,,,,
Murga,7,53,,,,,,,,,,,,,,
Nagymányok,11,2273,,,,,,,,,,,,,,
Nagyvejke,8,146,,,,,,,,,,,,,,
Tevel,25,1458,,,,,,,,,,,,,,
Váralja,21,851,,,,,,,,,,,,,,
Závod,13,293,,,,,,,,,,,,,,
Zomba,57,2047,,,,,,,,,,,,,,
Bonyhádi járás,477,31189,,,,,,,,,,,,,,
Attala,21,830,,,,,,,,,,,,,,
Csibrák,15,326,,,,,,,,,,,,,,
Csikóstőttős,18,873,,,,,,,,,,,,,,
Dalmand,49,1264,,,,,,,,,,,,,,
Dombóvár,78,19494,,,,,,,,,,,,,,
Döbrököz,43,1939,,,,,,,,,,,,,,
Gyulaj,71,977,,,,,,,,,,,,,,
Jágónak,15,229,,,,,,,,,,,,,,
Kapospula,20,895,,,,,,,,,,,,,,
Kaposszekcső,16,1538,,,,,,,,,,,,,,
Kocsola,33,1225,,,,,,,,,,,,,,
Kurd,31,1206,,,,,,,,,,,,,,
Lápafő,9,153,,,,,,,,,,,,,,
Nak,28,551,,,,,,,,,,,,,,
Szakcs,56,842,,,,,,,,,,,,,,
Várong,7,147,,,,,,,,,,,,,,
Dombóvári járás,509,32489,,,,,,,,,,,,,,
Bikács,35,433,,,,,,,,,,,,,,
Bölcske,59,2825,,,,,,,,,,,,,,
Dunaföldvár,111,8666,,,,,,,,,,,,,,
Dunaszentgyörgy,38,2520,,,,,,,,,,,,,,
Gerjen,36,1199,,,,,,,,,,,,,,
Györköny,32,938,,,,,,,,,,,,,,
Kajdacs,38,1210,,,,,,,,,,,,,,
Madocsa,43,1881,,,,,,,,,,,,,,
Nagydorog,41,2618,,,,,,,,,,,,,,
Németkér,65,1688,,,,,,,,,,,,,,
Paks,154,19510,,,,,,,,,,,,,,
Pálfa,35,1555,,,,,,,,,,,,,,
Pusztahencse,32,978,,,,,,,,,,,,,,
Sárszentlőrinc,47,932,,,,,,,,,,,,,,
Tengelic,71,2254,,,,,,,,,,,,,,
Paksi járás,836,49207,,,,,,,,,,,,,,
Alsónána,13,689,,,,,,,,,,,,,,
Alsónyék,32,751,,,,,,,,,,,,,,
Báta,66,1692,,,,,,,,,,,,,,
Bátaszék,64,6388,,,,,,,,,,,,,,
Decs,95,4049,,,,,,,,,,,,,,
Harc,16,901,,,,,,,,,,,,,,
Kistormás,11,331,,,,,,,,,,,,,,
Kölesd,38,1478,,,,,,,,,,,,,,
Medina,22,805,,,,,,,,,,,,,,
Őcsény,73,2389,,,,,,,,,,,,,,
Pörböly,11,533,,,,,,,,,,,,,,
Sárpilis,22,687,,,,,,,,,,,,,,
Sióagárd,24,1246,,,,,,,,,,,,,,
Szálka,17,612,,,,,,,,,,,,,,
Szedres,46,2299,,,,,,,,,,,,,,
Szekszárd,96,33311,,,,,,,,,,,,,,
Várdomb,10,1165,,,,,,,,,,,,,,
Szekszárdi járás,656,59326,,,,,,,,,,,,,,
Belecska,14,420,,,,,,,,,,,,,,
Diósberény,18,353,,,,,,,,,,,,,,
Dúzs,11,267,,,,,,,,,,,,,,
Értény,30,752,,,,,,,,,,,,,,
Felsőnyék,32,1019,,,,,,,,,,,,,,
Fürged,27,666,,,,,,,,,,,,,,
Gyönk,38,2066,,,,,,,,,,,,,,
Hőgyész,37,2876,,,,,,,,,,,,,,
Iregszemcse,58,2569,,,,,,,,,,,,,,
Kalaznó,18,145,,,,,,,,,,,,,,
Keszőhidegkút,10,204,,,,,,,,,,,,,,
Kisszékely,28,297,,,,,,,,,,,,,,
Koppányszántó,23,310,,,,,,,,,,,,,,
Magyarkeszi,38,1230,,,,,,,,,,,,,,
Miszla,35,272,,,,,,,,,,,,,,
Mucsi,25,454,,,,,,,,,,,,,,
Nagykónyi,48,1090,,,,,,,,,,,,,,
Nagyszékely,37,437,,,,,,,,,,,,,,
Nagyszokoly,28,853,,,,,,,,,,,,,,
Ozora,60,1543,,,,,,,,,,,,,,
Pári,13,671,,,,,,,,,,,,,,
Pincehely,50,2266,,,,,,,,,,,,,,
Regöly,63,1104,,,,,,,,,,,,,,
Simontornya,34,4028,,,,,,,,,,,,,,
Szakadát,11,238,,,,,,,,,,,,,,
Szakály,41,1490,,,,,,,,,,,,,,
Szárazd,8,254,,,,,,,,,,,,,,
Tamási,112,8389,,,,,,,,,,,,,,
Tolnanémedi,22,1067,,,,,,,,,,,,,,
Udvari,19,400,,,,,,,,,,,,,,
Újireg,11,293,,,,,,,,,,,,,,
Varsád,22,372,,,,,,,,,,,,,,
Tamási járás,1020,38395,,,,,,,,,,,,,,
Bogyiszló,56,2193,,,,,,,,,,,,,,
Fácánkert,11,633,,,,,,,,,,,,,,
Fadd,68,4317,,,,,,,,,,,,,,
Tolna,71,11367,,,,,,,,,,,,,,
Tolnai járás,205,18510,,,,,,,,,,,,,,
Vas megye,,,,,,,,,,,,,,,,
Boba,11,807,,,,,,,,,,,,,,
Borgáta,6,140,,,,,,,,,,,,,,
Celldömölk,52,10786,,,,,,,,,,,,,,
Csönge,25,362,,,,,,,,,,,,,,
Duka,15,218,,,,,,,,,,,,,,
Egyházashetye,13,322,,,,,,,,,,,,,,
Jánosháza,23,2401,,,,,,,,,,,,,,
Karakó,10,186,,,,,,,,,,,,,,
Keléd,9,72,,,,,,,,,,,,,,
Kemeneskápolna,5,80,,,,,,,,,,,,,,
Kemenesmagasi,33,813,,,,,,,,,,,,,,
Kemenesmihályfa,18,488,,,,,,,,,,,,,,
Kemenespálfa,14,430,,,,,,,,,,,,,,
Kemenessömjén,16,577,,,,,,,,,,,,,,
Kemenesszentmárton,4,205,,,,,,,,,,,,,,
Kenyeri,34,816,,,,,,,,,,,,,,
Kissomlyó,9,230,,,,,,,,,,,,,,
Köcsk,13,287,,,,,,,,,,,,,,
Mersevát,11,564,,,,,,,,,,,,,,
Mesteri,12,229,,,,,,,,,,,,,,
Nagysimonyi,16,987,,,,,,,,,,,,,,
Nemeskeresztúr,12,249,,,,,,,,,,,,,,
Nemeskocs,8,366,,,,,,,,,,,,,,
Ostffyasszonyfa,34,767,,,,,,,,,,,,,,
Pápoc,31,287,,,,,,,,,,,,,,
Szergény,16,336,,,,,,,,,,,,,,
Tokorcs,6,358,,,,,,,,,,,,,,
Vönöck,18,708,,,,,,,,,,,,,,
Celldömölki járás,474,24071,,,,,,,,,,,,,,
Bajánsenye,22,455,,,,,,,,,,,,,,
Csákánydoroszló,27,1730,,,,,,,,,,,,,,
Daraboshegy,5,97,,,,,,,,,,,,,,
Döbörhegy,12,152,,,,,,,,,,,,,,
Döröske,4,75,,,,,,,,,,,,,,
Egyházashollós,19,534,,,,,,,,,,,,,,
Egyházasrádóc,25,1275,,,,,,,,,,,,,,
Felsőjánosfa,3,183,,,,,,,,,,,,,,
Felsőmarác,17,261,,,,,,,,,,,,,,
Halastó,6,91,,,,,,,,,,,,,,
Halogy,7,235,,,,,,,,,,,,,,
Harasztifalu,8,146,,,,,,,,,,,,,,
Hegyháthodász,8,155,,,,,,,,,,,,,,
Hegyhátsál,5,135,,,,,,,,,,,,,,
Hegyhátszentjakab,9,261,,,,,,,,,,,,,,
Hegyhátszentmárton,13,60,,,,,,,,,,,,,,
Ispánk,7,104,,,,,,,,,,,,,,
Ivánc,17,707,,,,,,,,,,,,,,
Katafa,5,371,,,,,,,,,,,,,,
Kemestaródfa,6,223,,,,,,,,,,,,,,
Kercaszomor,13,196,,,,,,,,,,,,,,
Kerkáskápolna,9,93,,,,,,,,,,,,,,
Kisrákos,11,194,,,,,,,,,,,,,,
Körmend,53,11676,,,,,,,,,,,,,,
Magyarnádalja,4,223,,,,,,,,,,,,,,
Magyarszecsőd,11,435,,,,,,,,,,,,,,
Magyarszombatfa,16,269,,,,,,,,,,,,,,
Molnaszecsőd,12,435,,,,,,,,,,,,,,
Nádasd,36,1302,,,,,,,,,,,,,,
Nagykölked,10,153,,,,,,,,,,,,,,
Nagymizdó,7,121,,,,,,,,,,,,,,
Nagyrákos,16,275,,,,,,,,,,,,,,
Nemesrempehollós,12,286,,,,,,,,,,,,,,
Őrimagyarósd,12,227,,,,,,,,,,,,,,
Őriszentpéter,34,1167,,,,,,,,,,,,,,
Pankasz,9,415,,,,,,,,,,,,,,
Pinkamindszent,11,157,,,,,,,,,,,,,,
Rádóckölked,19,261,,,,,,,,,,,,,,
Szaknyér,3,49,,,,,,,,,,,,,,
Szalafő,27,205,,,,,,,,,,,,,,
Szarvaskend,10,217,,,,,,,,,,,,,,
Szatta,6,65,,,,,,,,,,,,,,
Szőce,19,345,,,,,,,,,,,,,,
Vasalja,11,306,,,,,,,,,,,,,,
Velemér,10,96,,,,,,,,,,,,,,
Viszák,10,246,,,,,,,,,,,,,,
Körmendi járás,615,26664,,,,,,,,,,,,,,
Bozsok,21,328,,,,,,,,,,,,,,
Bük,21,3493,,,,,,,,,,,,,,
Cák,6,301,,,,,,,,,,,,,,
Csepreg,50,3384,,,,,,,,,,,,,,
Gyöngyösfalu,10,1083,,,,,,,,,,,,,,
Horvátzsidány,12,772,,,,,,,,,,,,,,
Iklanberény,3,43,,,,,,,,,,,,,,
Kiszsidány,5,89,,,,,,,,,,,,,,
Kőszeg,55,12055,,,,,,,,,,,,,,
Kőszegdoroszló,10,239,,,,,,,,,,,,,,
Kőszegpaty,12,203,,,,,,,,,,,,,,
Kőszegszerdahely,7,498,,,,,,,,,,,,,,
Lócs,5,131,,,,,,,,,,,,,,
Lukácsháza,9,1061,,,,,,,,,,,,,,
Nemescsó,7,292,,,,,,,,,,,,,,
Ólmod,4,99,,,,,,,,,,,,,,
Peresznye,11,823,,,,,,,,,,,,,,
Pusztacsó,7,148,,,,,,,,,,,,,,
Tormásliget,8,320,,,,,,,,,,,,,,
Tömörd,15,280,,,,,,,,,,,,,,
Velem,9,336,,,,,,,,,,,,,,
Kőszegi járás,286,25978,,,,,,,,,,,,,,
Bejcgyertyános,31,453,,,,,,,,,,,,,,
Bő,11,640,,,,,,,,,,,,,,
Bögöt,5,382,,,,,,,,,,,,,,
Bögöte,21,287,,,,,,,,,,,,,,
